perlin_value,selected_tile,x,y,collaped,possible_tiles
0.2658467000074527,25,0,0,True,3
0.247719499707116,24,1,0,True,2
0.2371767478757058,28,2,0,True,2
0.23493142081547572,23,3,0,True,2
0.24100878770316883,29,4,0,True,1
0.2547577495030311,1,5,0,True,2
0.27493117583736004,1,6,0,True,2
0.2998140555239164,1,7,0,True,2
0.3273585546510144,28,8,0,True,2
0.35531858638226155,29,9,0,True,1
0.3813792663450951,8,10,0,True,2
0.4032774317125325,7,11,0,True,1
0.4189102063429259,24,12,0,True,2
0.42642939859778567,22,13,0,True,2
0.42432032271307646,27,14,0,True,2
0.41146443885471695,30,15,0,True,2
0.3871860112443129,22,16,0,True,2
0.3512837879964876,27,17,0,True,2
0.3040495105644803,7,18,0,True,1
0.24627586494603393,26,19,0,True,1
0.1792572910568448,25,20,0,True,3
0.1047878213602207,-1,21,0,False,0
0.02513735200565193,20,22,0,True,3
-0.05706654324573786,0,23,0,True,1
-0.13899607145541068,0,24,0,True,1
-0.2177874328820183,0,25,0,True,1
-0.2902830664665691,0,26,0,True,1
-0.35308640067338837,0,27,0,True,1
-0.40299840389712716,0,28,0,True,1
-0.43737014631583754,0,29,0,True,1
-0.45435347913938073,0,30,0,True,1
-0.4530378176260738,0,31,0,True,1
-0.43349858453483997,0,32,0,True,1
-0.39678925109817387,0,33,0,True,1
-0.34487631129999136,0,34,0,True,1
-0.2805260395248903,0,35,0,True,1
-0.20715244246310716,0,36,0,True,1
-0.12863543128247576,0,37,0,True,1
-0.04911797584410219,0,38,0,True,1
0.027209140857825678,13,39,0,True,3
0.3233517193479701,7,0,1,True,3
0.3065736564276304,24,1,1,True,2
0.297075665682873,8,2,1,True,2
0.29554037878197387,7,3,1,True,1
0.3019697431737814,26,4,1,True,1
0.31572001767864405,29,5,1,True,1
0.33557752558572784,28,6,1,True,2
0.3598546835550492,23,7,1,True,2
0.3865149204796822,25,8,1,True,2
0.4133176671581034,26,9,1,True,1
0.43795736042932115,29,10,1,True,1
0.4581907628860174,8,11,1,True,2
0.4719495805301227,30,12,1,True,2
0.4774361649908931,8,13,1,True,2
0.4732008911808926,30,14,1,True,2
0.4582006055206088,1,15,1,True,2
0.4318383441177352,8,16,1,True,2
0.3939853245424826,30,17,1,True,2
0.34498701909559126,8,18,1,True,2
0.2856559217210603,7,19,1,True,1
0.21725442497087794,27,20,1,True,1
0.14147202768442943,-1,21,1,False,0
0.060401897897185225,21,22,1,True,2
-0.02348990120702211,0,23,1,True,1
-0.10749712886692031,0,24,1,True,1
-0.18872638073252507,0,25,1,True,1
-0.2638175144810055,0,26,1,True,1
-0.3292282851169883,0,27,1,True,1
-0.3816868135436043,0,28,1,True,1
-0.4185174851000277,0,29,1,True,1
-0.43786013453847683,0,30,1,True,1
-0.43880328055931894,0,31,1,True,1
-0.42143860547138234,0,32,1,True,1
-0.3868477063263406,0,33,1,True,1
-0.3370316579669743,0,34,1,True,1
-0.2747932871997675,0,35,1,True,1
-0.20358153671133952,0,36,1,True,1
-0.12730689739544465,0,37,1,True,1
-0.050136608442894436,0,38,1,True,1
0.02372183412932851,13,39,1,True,2
0.37099357553200574,25,0,2,True,1
0.35626405201947825,26,1,2,True,2
0.34853698570608604,29,2,2,True,2
0.34842776667118613,8,3,2,True,2
0.3559029070978728,6,4,2,True,2
0.3702899242832564,30,5,2,True,2
0.3903570913050056,22,6,2,True,2
0.4144212127674395,27,7,2,True,1
0.44047274932095476,6,8,2,True,2
0.4663084138472067,6,9,2,True,2
0.4896621461658274,30,10,2,True,2
0.5083343717331267,1,11,2,True,1
0.5203099314609855,1,12,2,True,1
0.5238566632153426,1,13,2,True,1
0.5176029680838308,1,14,2,True,1
0.5005937565432828,1,15,2,True,1
0.4723249739131465,1,16,2,True,2
0.4327577087361697,1,17,2,True,2
0.38231369198302434,1,18,2,True,2
0.3218547992328909,8,19,2,True,2
0.25264997223727964,30,20,2,True,1
0.1763337805297762,-1,21,2,False,0
0.09486164799961956,14,22,2,True,2
0.010467573602400639,20,23,2,True,1
-0.07436476283142711,0,24,2,True,1
-0.15672723682740358,0,25,2,True,1
-0.23313922027129533,0,26,2,True,1
-0.29998034785522754,0,27,2,True,1
-0.35392791247724986,0,28,2,True,1
-0.39227794631142826,0,29,2,True,1
-0.4131633932897145,0,30,2,True,1
-0.41568199568507075,0,31,2,True,1
-0.3999456536907471,0,32,2,True,1
-0.3670623038937554,0,33,2,True,1
-0.31906080034171375,0,34,2,True,1
-0.25876887050115815,0,35,2,True,1
-0.18965395780229705,0,36,2,True,1
-0.11563665265982326,0,37,2,True,1
-0.0408862426976098,0,38,2,True,1
0.03039504552831838,5,39,2,True,2
0.4076305404917218,6,0,3,True,2
0.3955938898212962,6,1,3,True,2
0.39037200397450217,30,2,3,True,2
0.39242604875660403,28,3,3,True,1
0.4016767908575015,23,4,3,True,2
0.4174164600168338,29,5,3,True,2
0.4383882240045698,8,6,3,True,2
0.4628962291876219,30,7,3,True,2
0.4889327530376766,1,8,3,True,2
0.514312973146103,1,9,3,True,1
0.5368091952231375,1,10,3,True,1
0.5542776903102238,1,11,3,True,1
0.5647725690265963,1,12,3,True,1
0.5666423680910341,1,13,3,True,1
0.5586062341088648,1,14,3,True,1
0.53980780285509,1,15,3,True,1
0.5098460449099833,1,16,3,True,1
0.4687832893908845,1,17,3,True,2
0.4171320112076374,28,18,3,True,2
0.35582298807204354,23,19,3,True,2
0.2861582602855831,23,20,3,True,2
0.20975340858527772,29,21,3,True,3
0.12847335063361326,-1,22,3,False,0
0.04436639283407422,21,23,3,True,2
-0.040335731009877134,0,24,3,True,1
-0.12278578451110403,0,25,3,True,1
-0.19944869959356212,0,26,3,True,1
-0.26666465219153446,0,27,3,True,1
-0.321090256131836,0,28,3,True,1
-0.36001671741153485,0,29,3,True,1
-0.3815850398272166,0,30,3,True,1
-0.3849109093638089,0,31,3,True,1
-0.3701309975059725,0,32,3,True,1
-0.3383816871807471,0,33,3,True,1
-0.29172063938382836,0,34,3,True,1
-0.23300118368332454,0,35,3,True,1
-0.16570923173427574,0,36,3,True,1
-0.09377227967441612,0,37,3,True,1
-0.021350082806823534,0,38,3,True,1
0.04738324569186941,19,39,3,True,1
0.4324753737917229,28,0,4,True,1
0.4237074077206183,23,1,4,True,2
0.421691396037935,29,2,4,True,2
0.42664150346438706,22,3,4,True,2
0.4384023735928824,27,4,4,True,1
0.45622504381060697,30,5,4,True,2
0.47882201659962537,1,6,4,True,2
0.5044790517707151,1,7,4,True,1
0.5311840283926039,1,8,4,True,1
0.5567631980919313,1,9,4,True,1
0.579016497688256,1,10,4,True,1
0.5958449052577662,1,11,4,True,1
0.6053641096892265,1,12,4,True,1
0.6060000196058759,1,13,4,True,1
0.5965628631776985,1,14,4,True,1
0.57629782583956,1,15,4,True,1
0.5449113382622304,1,16,4,True,1
0.5025732620952409,1,17,4,True,1
0.449896326012903,8,18,4,True,2
0.38789498173512044,7,19,4,True,1
0.3179200508597247,27,20,4,True,1
0.24158053605734914,30,21,4,True,1
0.16067897679232887,-1,22,4,False,0
0.07714596090826915,20,23,4,True,1
-0.0069167304965676996,0,24,4,True,1
-0.08873803914994197,0,25,4,True,1
-0.1648390910982349,0,26,4,True,1
-0.231568241699754,0,27,4,True,1
-0.28559758071877606,0,28,4,True,1
-0.32423927628349525,0,29,4,True,1
-0.34565969131331326,0,30,4,True,1
-0.3490030713160394,0,31,4,True,1
-0.33443653654341166,0,32,4,True,1
-0.30312735677960984,0,33,4,True,1
-0.2571628779236442,0,34,4,True,1
-0.19942301121054787,0,35,4,True,1
-0.13341488839828022,0,36,4,True,1
-0.06307912952700062,0,37,4,True,1
0.007422836064907368,19,38,4,True,1
0.07393080990810394,16,39,4,True,1
0.44512302908906237,22,0,5,True,2
0.4401373315925026,27,1,5,True,1
0.4419563535382485,30,2,5,True,2
0.45050492861839686,8,3,5,True,2
0.4654874111189462,30,4,5,True,2
0.48610780084764466,1,5,5,True,2
0.5110431285740824,1,6,5,True,1
0.5385556259666031,1,7,5,True,1
0.5666229002760415,1,8,5,True,1
0.5930754703612501,1,9,5,True,1
0.6157331541567922,1,10,5,True,1
0.6325331221901772,1,11,5,True,1
0.6416437261035436,1,12,5,True,1
0.6415594753225485,1,13,5,True,1
0.6311737690435723,1,14,5,True,1
0.6098271945790956,1,15,5,True,1
0.5773303768102743,1,16,5,True,1
0.5339612745864916,1,17,5,True,1
0.4804276432716381,1,18,5,True,2
0.41780026005629567,22,19,5,True,2
0.3474617555700142,26,20,5,True,2
0.271045924197768,29,21,5,True,2
0.19036171219348572,8,22,5,True,2
0.10731042378527608,-1,23,5,False,0
0.023981601857974478,20,24,5,True,1
-0.05686465038972258,0,25,5,True,1
-0.13189300884434543,0,26,5,True,1
-0.19752859874269427,0,27,5,True,1
-0.25048435025185345,0,28,5,True,1
-0.28812425236964734,0,29,5,True,1
-0.30866159949775895,0,30,5,True,1
-0.3112830904214434,0,31,5,True,1
-0.29619424352090945,0,32,5,True,1
-0.26459690082889187,0,33,5,True,1
-0.2186091579591543,0,34,5,True,1
-0.16113757515722513,0,35,5,True,1
-0.09571119374924726,0,36,5,True,1
-0.026286702087065576,0,37,5,True,1
0.04296593429198956,5,38,5,True,2
0.10788794215407581,-1,39,5,False,0
0.4455689456216287,22,0,6,True,2
0.4448215641665767,24,1,6,True,2
0.4510212918934164,28,2,6,True,1
0.46380886241490854,23,3,6,True,2
0.48267482993051447,29,4,6,True,2
0.5067626985369058,1,5,6,True,1
0.5347102076323028,1,6,6,True,1
0.5647518592676546,1,7,6,True,1
0.5948499291001441,1,8,6,True,1
0.6228330073573882,1,9,6,True,1
0.6465333786977004,1,10,6,True,1
0.6639158827364491,1,11,6,True,1
0.6731921997337301,1,12,6,True,1
0.6729157785040792,1,13,6,True,1
0.6620538660149723,1,14,6,True,1
0.6400343070884549,1,15,6,True,1
0.6067601093970467,1,16,6,True,1
0.562571276932132,1,17,6,True,1
0.5082143004970937,1,18,6,True,1
0.44481657315850254,8,19,6,True,2
0.3738351577703846,7,20,6,True,2
0.29698288541713436,24,21,6,True,2
0.21613769126710716,28,22,6,True,2
0.1332458921615198,-1,23,6,False,0
0.05046571715032663,21,24,6,True,2
-0.029400533790231394,0,25,6,True,1
-0.10312720298132849,0,26,6,True,1
-0.16734690946244188,0,27,6,True,1
-0.21882349065395645,0,28,6,True,1
-0.25496605355917223,0,29,6,True,1
-0.2740593542771258,0,30,6,True,1
-0.2753508575852795,0,31,6,True,1
-0.2590958299194947,0,32,6,True,1
-0.22653673935122853,0,33,6,True,1
-0.17982480842631116,0,34,6,True,1
-0.12189353627833231,0,35,6,True,1
-0.056293651996753596,0,36,6,True,1
0.013001242405273112,19,37,6,True,1
0.08180913391558524,20,38,6,True,2
0.14596486187170227,-1,39,6,False,0
0.4342130317942005,22,0,7,True,2
0.4381050714975544,26,1,7,True,2
0.4491498697374584,25,2,7,True,1
0.4667264813106216,27,3,7,True,1
0.49006396653016177,30,4,7,True,2
0.5182168999830099,1,5,7,True,1
0.5497810463815367,1,6,7,True,1
0.5829601903567566,1,7,7,True,1
0.6156974257198276,1,8,7,True,1
0.645814345914456,1,9,7,True,1
0.6711492597564678,1,10,7,True,1
0.6896868980421652,1,11,7,True,1
0.6996733877099401,1,12,7,True,1
0.6997115511827742,1,13,7,True,1
0.6888323608900184,1,14,7,True,1
0.6665194801715473,1,15,7,True,1
0.632689166838214,1,16,7,True,1
0.5877032593134058,1,17,7,True,1
0.5323681256442188,1,18,7,True,1
0.46790202094665023,28,19,7,True,2
0.395874050427835,25,20,7,True,1
0.3181193384291652,24,21,7,True,2
0.23663596391124667,8,22,7,True,2
0.15346954464886775,-1,23,7,False,0
0.0708914991670781,20,24,7,True,1
-0.008221109419294487,0,25,7,True,1
-0.08069551901146513,0,26,7,True,1
-0.14337142634540842,0,27,7,True,1
-0.19322371710552994,0,28,7,True,1
-0.22767261589937687,0,29,7,True,1
-0.24502763984483075,0,30,7,True,1
-0.24460440477806347,0,31,7,True,1
-0.22672349104482342,0,32,7,True,1
-0.19267751464282612,0,33,7,True,1
-0.14465560634382665,0,34,7,True,1
-0.0856198074045667,0,35,7,True,1
-0.01914249876013589,0,36,7,True,1
0.05078594695314407,5,37,7,True,2
0.11997017749281912,-1,38,7,False,0
0.184234349667657,22,39,7,True,3
0.4118457655849044,25,0,8,True,1
0.42072441270582844,27,1,8,True,1
0.4369990709486133,6,2,8,True,2
0.45980922709340194,30,3,8,True,2
0.48811104357433505,1,4,8,True,2
0.5208305318280293,1,5,8,True,1
0.5565195414222376,1,6,8,True,1
0.5933495577450016,1,7,8,True,1
0.6292421702531004,1,8,8,True,1
0.6620084778624485,1,9,8,True,1
0.6894879085443949,1,10,8,True,1
0.709678739170061,1,11,8,True,1
0.7208539211253763,1,12,8,True,1
0.7216548215704668,1,13,8,True,1
0.7111244693045912,1,14,8,True,1
0.6887177622441357,1,15,8,True,1
0.6543523860845015,1,16,8,True,1
0.6084362015413813,1,17,8,True,1
0.551860324001279,1,18,8,True,1
0.485959747962677,22,19,8,True,2
0.412444709997689,27,20,8,True,1
0.3333072595612084,30,21,8,True,1
0.25070399619211686,28,22,8,True,2
0.16680682489911255,25,23,8,True,1
0.08401773216958948,17,24,8,True,1
0.005304978255838468,20,25,8,True,1
-0.06616947963890062,0,26,8,True,1
-0.12738713093146994,0,27,8,True,1
-0.17559898095145612,0,28,8,True,1
-0.20836862458664188,0,29,8,True,1
-0.2239939338435753,0,30,8,True,1
-0.22178929918145365,0,31,8,True,1
-0.20210905004953794,0,32,8,True,1
-0.16629993188871744,0,33,8,True,1
-0.11659705020061928,0,34,8,True,1
-0.05599495902995302,0,35,8,True,1
0.011911108520352444,19,36,8,True,1
0.08311408680255591,14,37,8,True,2
0.15340514765248126,-1,38,8,False,0
0.21859590553457614,22,39,8,True,3
0.37961426005723137,27,0,9,True,1
0.39377253365943693,30,1,9,True,2
0.4155828355768262,1,2,9,True,2
0.44396229406438775,1,3,9,True,2
0.47760678057513145,1,4,9,True,2
0.5152785662323826,1,5,9,True,1
0.5554819650206683,1,6,9,True,1
0.5963560968584319,1,7,9,True,1
0.6358004912046303,1,8,9,True,1
0.6716141923009985,1,9,9,True,1
0.7016348736570053,1,10,9,True,1
0.7238700649290915,1,11,9,True,1
0.7366095927740127,1,12,9,True,1
0.738470655824646,1,13,9,True,1
0.7284363002612415,1,14,9,True,1
0.7059394072682662,1,15,9,True,1
0.6709213196541397,1,16,9,True,1
0.6238554815598348,1,17,9,True,1
0.5657363645991039,1,18,9,True,1
0.4980353669144253,8,19,9,True,2
0.42262672434336707,30,20,9,True,1
0.34168707767950096,1,21,9,True,2
0.2575458295116,8,22,9,True,1
0.17250681608295082,7,23,9,True,3
0.08910067581553198,2,24,9,True,2
0.010389415441635765,15,25,9,True,1
-0.06044774624868175,0,26,9,True,1
-0.12047952420248392,0,27,9,True,1
-0.1671787581776242,0,28,9,True,1
-0.1983845612433159,0,29,9,True,1
-0.2124377895973861,0,30,9,True,1
-0.20863177797586124,0,31,9,True,1
-0.18730521229496958,0,32,9,True,1
-0.1497991940038273,0,33,9,True,1
-0.09836307601558146,0,34,9,True,1
-0.03601803805528203,0,35,9,True,1
0.033615514621041176,5,36,9,True,2
0.10651283165802533,-1,37,9,False,0
0.17845162261606953,24,38,9,True,3
0.2452305225880467,22,39,9,True,2
0.33896767138368755,24,0,10,True,2
0.358642979416229,28,1,10,True,1
0.3862154825151881,29,2,10,True,2
0.4203922628615932,28,3,10,True,1
0.4596306185358862,29,4,10,True,2
0.5025100950515924,1,5,10,True,1
0.5474816344768308,1,6,10,True,1
0.5926534661208073,1,7,10,True,1
0.635904429251099,1,8,10,True,1
0.6750221811295773,1,9,10,True,1
0.7078422190362884,1,10,10,True,1
0.7323748180330065,1,11,10,True,1
0.7468648148524948,1,12,10,True,1
0.7498484383128231,1,13,10,True,1
0.7402651589538721,1,14,10,True,1
0.7175478532064977,1,15,10,True,1
0.681679347431277,1,16,10,True,1
0.6332139303296873,1,17,10,True,1
0.573263912434024,1,18,10,True,1
0.5034527411675781,1,19,10,True,1
0.42583753793166973,28,20,10,True,2
0.3427923345822647,23,21,10,True,2
0.25680353543316176,29,22,10,True,2
0.17030479102097837,-1,23,10,False,0
0.08593846404048079,3,24,10,True,2
0.006850282209842971,21,25,10,True,1
-0.06374832912099584,0,26,10,True,1
-0.12297276748081572,0,27,10,True,1
-0.16845122048264363,0,28,10,True,1
-0.1983034307398676,0,29,10,True,1
-0.21103836923932043,0,30,10,True,1
-0.205925123074468,0,31,10,True,1
-0.1832683322506211,0,32,10,True,1
-0.14437762731534526,0,33,10,True,1
-0.09147508622418916,0,34,10,True,1
-0.02756048760806011,0,35,10,True,1
0.043757061012992315,19,36,10,True,1
0.11845291391428607,-1,37,10,False,0
0.19229808202599513,26,38,10,True,3
0.2610798769463003,25,39,10,True,3
0.2915829614665928,30,0,11,True,2
0.31695431995108364,22,1,11,True,2
0.35043551260851236,24,2,11,True,2
0.39053110720884443,8,3,11,True,2
0.435482694938431,30,4,11,True,2
0.48368592795430865,1,5,11,True,2
0.5335327146383296,1,6,11,True,1
0.5831033495658678,1,7,11,True,1
0.6302593536823419,1,8,11,True,1
0.6727801046663298,1,9,11,True,1
0.7084978941859195,1,10,11,True,1
0.7353744253860491,1,11,11,True,1
0.7515634688538054,1,12,11,True,1
0.7555423463516973,1,13,11,True,1
0.7462311016731871,1,14,11,True,1
0.7230816005540799,1,15,11,True,1
0.6861333590692476,1,16,11,True,1
0.6360344709113716,1,17,11,True,1
0.5740275108079969,1,18,11,True,1
0.5019017378737266,1,19,11,True,1
0.4219104130094381,8,20,11,True,2
0.3365999761645086,7,21,11,True,2
0.24859129277338718,24,22,11,True,2
0.16044018825152032,-1,23,11,False,0
0.07487328496627987,20,24,11,True,1
-0.004901690200826532,0,25,11,True,1
-0.07563850484830022,0,26,11,True,1
-0.13447181764743396,0,27,11,True,1
-0.17913222404632054,0,28,11,True,1
-0.20795617730476523,0,29,11,True,1
-0.21971030107485384,0,30,11,True,1
-0.21368118265007854,0,31,11,True,1
-0.19012039048396984,0,32,11,True,1
-0.1502829962988759,0,33,11,True,1
-0.0963377291140805,0,34,11,True,1
-0.031234693084329326,0,35,11,True,1
0.04146070314893981,13,36,11,True,2
0.1177593879027348,27,37,11,True,2
0.19345782751477533,6,38,11,True,3
0.2643568013979059,7,39,11,True,2
0.2392737674794863,23,0,12,True,2
0.2704573289575761,25,1,12,True,1
0.30991213118310074,24,2,12,True,2
0.3559430107363052,1,3,12,True,2
0.40659643795019934,1,4,12,True,2
0.46009717531457195,1,5,12,True,2
0.514775614747282,1,6,12,True,1
0.5686884058980114,1,7,12,True,1
0.6196851185266546,1,8,12,True,1
0.6655411264389096,1,9,12,True,1
0.7040512407161288,1,10,12,True,1
0.7330881401575834,1,11,12,True,1
0.7507400811928248,1,12,12,True,1
0.7554534467263113,1,13,12,True,1
0.7461511615853857,1,14,12,True,1
0.7223218126109803,1,15,12,True,1
0.684076034946146,1,16,12,True,1
0.6321683100116261,1,17,12,True,1
0.567983844272626,1,18,12,True,1
0.49349075818725563,1,19,12,True,2
0.41111865466696496,28,20,12,True,2
0.3235388230682368,25,21,12,True,1
0.23349021306563056,26,22,12,True,2
0.14363762186591775,-1,23,12,False,0
0.05675864471999508,21,24,12,True,2
-0.023909658307188338,0,25,12,True,1
-0.09509534541584397,0,26,12,True,1
-0.15393725946195774,0,27,12,True,1
-0.19822858521788753,0,28,12,True,1
-0.22645727674416516,0,29,12,True,1
-0.2376413941655508,0,30,12,True,1
-0.23117104273485475,0,31,12,True,1
-0.2072306692494491,0,32,12,True,1
-0.16699709327657306,0,33,12,True,1
-0.1125586816833638,0,34,12,True,1
-0.04678655778844376,0,35,12,True,1
0.026828146114259526,13,36,12,True,1
0.10436274352651934,26,37,12,True,2
0.18166912807017638,29,38,12,True,2
0.25458960025744204,8,39,12,True,2
0.18388697644906524,6,0,13,True,2
0.2209293063365484,7,1,13,True,2
0.26633868483140793,24,2,13,True,2
0.31821820269977896,1,3,13,True,2
0.37443646369059347,28,4,13,True,1
0.43306928119779214,23,5,13,True,2
0.49238824194283426,29,6,13,True,2
0.5504317317046796,1,7,13,True,1
0.6050444139116641,1,8,13,True,1
0.6539826134286283,1,9,13,True,1
0.6949669361125166,1,10,13,True,1
0.7258070688400932,1,11,13,True,1
0.7445583408314447,1,12,13,True,1
0.749663123271056,1,13,13,True,1
0.7400692636457863,1,14,13,True,1
0.7153202069813874,1,15,13,True,1
0.6756131171677513,1,16,13,True,1
0.6218229122525207,1,17,13,True,1
0.5554914969931322,1,18,13,True,1
0.4787562190233484,1,19,13,True,2
0.39415799188236406,8,20,13,True,2
0.3044636337089781,7,21,13,True,2
0.2125112880734981,27,22,13,True,1
0.12105799604622647,-1,23,13,False,0
0.03289846942287824,20,24,13,True,1
-0.048743552215619705,0,25,13,True,1
-0.12059070285105311,0,26,13,True,1
-0.17978263071123285,0,27,13,True,1
-0.22414763586335948,0,28,13,True,1
-0.25227281516040684,0,29,13,True,1
-0.26336953729155854,0,30,13,True,1
-0.25699819953915065,0,31,13,True,1
-0.23328428608395008,0,32,13,True,1
-0.193302542309544,0,33,13,True,1
-0.13903351613189985,0,34,13,True,1
-0.07323930522955314,0,35,13,True,1
0.0006948316639749316,5,36,13,True,1
0.07894469832419775,4,37,13,True,1
0.15744915504603904,24,38,13,True,2
0.23212187440432494,1,39,13,True,2
0.12719355435252194,23,0,14,True,2
0.17006189136558317,25,1,14,True,1
0.2213191686934608,26,2,14,True,2
0.27885978981721676,23,3,14,True,2
0.34038831980488116,25,4,14,True,1
0.40385785164535565,27,5,14,True,2
0.4674892502762077,30,6,14,True,2
0.5293087785419996,1,7,14,True,1
0.5871560824716872,1,8,14,True,1
0.6387388749831531,1,9,14,True,1
0.6817249154145153,1,10,14,True,1
0.7138978670181604,1,11,14,True,1
0.7333120592150255,1,12,14,True,1
0.7384331064291024,1,13,14,True,1
0.7282570257784086,1,14,14,True,1
0.7024022339817068,1,15,14,True,1
0.6611704816041374,1,16,14,True,1
0.6055743645630496,1,17,14,True,1
0.5373120819343878,1,18,14,True,1
0.45861831696174166,1,19,14,True,2
0.3721015876077346,28,20,14,True,2
0.28060159803417484,25,21,14,True,1
0.18703316013771998,-1,22,14,False,0
0.09422636390310923,18,23,14,True,1
0.004964356542867591,21,24,14,True,1
-0.07759331384965232,0,25,14,True,1
-0.15019495987060366,0,26,14,True,1
-0.2099888438333394,0,27,14,True,1
-0.2548226052154378,0,28,14,True,1
-0.28334247013540975,0,29,14,True,1
-0.29488939367723815,0,30,14,True,1
-0.28920228009242416,0,31,14,True,1
-0.2663817851627577,0,32,14,True,1
-0.2273774250799477,0,33,14,True,1
-0.1740345441043303,0,34,14,True,1
-0.1089759678048496,0,35,14,True,1
-0.035449030893963354,0,36,14,True,1
0.042853354881415597,5,37,14,True,1
0.1219894716078654,-1,38,14,False,0
0.197975354440843,1,39,14,True,4
0.07078223611866649,4,0,15,True,2
0.11935077548348323,2,1,15,True,2
0.1762560274435785,27,2,15,True,1
0.23917163343414669,6,3,15,True,2
0.30564855748489406,6,4,15,True,2
0.3735445787471636,30,5,15,True,2
0.44104137602853083,1,6,15,True,2
0.5061579231619731,1,7,15,True,1
0.5667124719761041,1,8,15,True,1
0.6203750016151727,1,9,15,True,1
0.6647999762135577,1,10,15,True,1
0.6977813350193763,1,11,15,True,1
0.7174048145217753,1,12,15,True,1
0.7221881105221839,1,13,15,True,1
0.7112012271459813,1,14,15,True,1
0.6841611146293692,1,15,15,True,1
0.641496373790278,1,16,15,True,1
0.5843638279900395,1,17,15,True,1
0.514545226861934,1,18,15,True,1
0.43431702800171057,1,19,15,True,2
0.3463318222446219,8,20,15,True,2
0.2534776150846635,7,21,15,True,2
0.1587208186447662,-1,22,15,False,0
0.06494284443305497,21,23,15,True,1
-0.025103050703218163,0,24,15,True,1
-0.10837684228921711,0,25,15,True,1
-0.18169421791878582,0,26,15,True,1
-0.2422306803574668,0,27,15,True,1
-0.2878486201353418,0,28,15,True,1
-0.31722507725450283,0,29,15,True,1
-0.3297776829622822,0,30,15,True,1
-0.32538520635975626,0,31,15,True,1
-0.3041617733177576,0,32,15,True,1
-0.2669136255103959,0,33,15,True,1
-0.21532413525083038,0,34,15,True,1
-0.15184696681971396,0,35,15,True,1
-0.0795596094113802,0,36,15,True,1
-0.0019908210598648893,0,37,15,True,1
0.07706981838879853,19,38,15,True,2
0.15377213306496262,-1,39,15,False,0
0.01596684539317257,5,0,16,True,2
0.06999789112242313,4,1,16,True,2
0.13224964571609935,26,2,16,True,2
0.20015749878149808,29,3,16,True,2
0.2711258318373119,28,4,16,True,1
0.3429435916747073,29,5,16,True,2
0.41376493227211203,28,6,16,True,2
